start_lat,start_lon,dest_lat,dest_lon,distance_km,geodesic_distance_km,traffic_level,weather_condition,time_of_day,actual_eta
34.235552788417905,-118.35773573500276,34.078047337288616,-118.38782368589615,25.603207929968523,17.690262630462126,1,0,6,78.32003126871578
34.05990213464751,-118.2413872047032,34.219246289494215,-118.2166654251917,23.508568590035804,17.821704567419193,0,0,20,58.86745131510797
34.15427033152408,-118.24663518043948,34.294389127149174,-118.30747968081043,20.602522922501027,16.523060414380332,0,1,13,51.55815895197484
34.17772437065861,-118.40426985802702,34.07695901873328,-118.29855625539984,21.08397313096872,14.83339764738699,0,0,6,50.79385864262871
34.013935123816,-118.2513253577548,34.19625238044222,-118.3103153539087,27.3965483238667,20.943094068900596,2,2,23,105.2000590477477
34.18226345557043,-118.48889770958536,34.059429289827925,-118.44030235831217,20.101285729002907,14.34390945638575,1,2,7,73.15498924483849
34.05115723710619,-118.32111903645539,34.16959907637148,-118.37449984076932,17.976322420555395,14.030922631161483,1,1,0,58.71742629557103
34.01951547789558,-118.43099734881369,34.1391797460065,-118.27471806049101,24.00049568965551,19.602340337960758,0,2,23,75.65733561783141
34.284665661176,-118.46382993426681,34.29160159888946,-118.46958813073405,1.3994642773876154,0.9343624432636134,2,2,21,45.58962314066442
34.28968960992236,-118.47691403951124,34.182558181808936,-118.41664416717309,16.354989836578486,13.116936867610915,2,1,3,70.19459875623882
34.242519204434934,-118.29111336723656,34.10485191162604,-118.41710426746025,28.713297193176217,19.18663055097819,1,0,11,88.28795054809905
34.09138413075201,-118.39803751086959,34.03422873546638,-118.37039432172165,10.204728876577622,6.83420731459357,2,1,23,49.62375110211954
34.029301634201914,-118.28256996854137,34.04537404862048,-118.20588937771734,10.501338263764882,7.302000226224638,1,0,2,36.2115351037919
34.20526990795364,-118.48039309776031,34.06759507898537,-118.47974923599486,21.347158819231893,15.271675622320135,1,0,12,63.225137125401325
34.13204574812188,-118.40541289865082,34.07528999840209,-118.34438970168583,11.59965005516631,8.446293117960698,1,2,19,53.59252055825422
34.03661147045344,-118.3381526122874,34.25518481735234,-118.44619059539633,38.26629525971089,26.212835129494923,2,1,5,124.8683361811818
34.148553073033376,-118.26278305054831,34.16836683648476,-118.20879703637708,7.0026673110233775,5.441788898626321,1,2,10,36.91182267228456
34.010316556334566,-118.40437424912038,34.15701727341231,-118.46600894858176,23.104500329878686,17.23824897899568,1,2,22,84.99791425226411
34.27279612062363,-118.3122325870689,34.03443066156076,-118.37891969929153,37.62005711444124,27.14648280683435,0,0,3,85.91071309132701
34.07763399448,-118.23420667552915,34.25804190800483,-118.27863450454961,27.031922925511935,20.426778268727006,1,2,19,84.90102400124643
34.19875668530619,-118.31524104354531,34.21684429096254,-118.28863367159177,4.208351870311511,3.1683529047831698,1,1,15,38.19901018164493
34.09351332282682,-118.43011215757392,34.02030050857,-118.37318140893183,12.56670789756533,9.673504063043818,0,2,6,42.86616604651894
34.15602040635334,-118.49267976553304,34.21235052916893,-118.39604274961418,14.899524473652322,10.881367023754251,0,2,21,54.89640793906182
34.164013083802985,-118.23897033782973,34.163061465202794,-118.38071628643414,19.019751796012066,13.070446044525962,2,0,10,76.04083145216494
34.055456336657656,-118.49361917674489,34.024517603724036,-118.4207171210524,9.524233384180919,7.556165699159464,1,1,23,29.23830306655991
34.29087538832936,-118.23758949819474,34.13749019245859,-118.43840011838796,37.212901005612586,25.138248381900883,2,2,0,132.66348341481003
34.23253984700833,-118.34131885979184,34.145408886139016,-118.35508809073234,13.712846529198508,9.748055870553783,2,0,6,57.52683435429263
34.28184968246926,-118.21827969044614,34.049732362048985,-118.41943987317971,45.916769492877236,31.73278633837662,0,2,11,136.9939101368583
34.268448205128294,-118.2603650292679,34.28370944410008,-118.41376150053082,19.445688764668105,14.226569281602576,2,1,6,69.70660610334713
34.17936999364333,-118.20061976684,34.254992611444194,-118.30297318095764,18.098734330542126,12.62242988232791,1,2,22,76.50310911112838
34.27656227050693,-118.39478645536448,34.20070670119873,-118.20943880049003,22.935644645379984,19.03593975753277,0,2,6,67.6420394554365
34.02654775061558,-118.26984351332067,34.13868866830018,-118.31890883983219,19.135386773721624,13.237772229657551,1,0,9,63.112356005687346
34.05879485872574,-118.37942072591723,34.12352966247535,-118.47690615988051,13.95161313190643,11.51083631736434,1,2,15,58.69892765099387
34.01356818667316,-118.35603731390883,34.19529204014528,-118.47732491584378,33.822434977241045,23.05591965475559,0,0,7,88.4099314752783
34.09759909922898,-118.31174836103449,34.16362956082207,-118.21457303374633,17.33558157563763,11.575661687530946,1,1,8,60.58329985561984
34.11660318690684,-118.2378968657441,34.01868193176457,-118.4108127629078,24.871908704198322,19.307186735557316,0,2,8,66.98276383956217
34.081404709532165,-118.20477495924021,34.1537507946311,-118.47237990417526,32.78996866482271,25.960006134507278,1,1,1,83.3722015473378
34.24862125274558,-118.26951797584064,34.24192108516985,-118.32028662385488,6.769793661511988,4.735416199917481,0,1,12,24.974061823697426
34.107025998008076,-118.3746699653498,34.137771963279086,-118.31290536651292,8.472796939930605,6.640602291761098,2,2,12,53.86331716166978
34.08428035290621,-118.37359289931688,34.01558697326628,-118.3054485539644,14.423911212511236,9.881633458855699,1,0,22,48.05088278837955
34.162808824947476,-118.27872530952334,34.235883459815206,-118.41977939164273,18.857539315228028,15.320710695615393,0,1,22,52.88308095885219
34.04227726749243,-118.4283668562695,34.06040913464079,-118.49546679473566,8.062412105415904,6.513572188480458,1,1,3,47.24641717712886
34.24065909422621,-118.46685776606058,34.07758625046641,-118.21049538916367,44.46355870841634,29.76648947541281,1,2,23,136.31158241018238
34.02236519310393,-118.39361335270777,34.04941190602969,-118.42473208629266,5.825042107722809,4.154359499410585,1,2,11,36.3278666313937
34.296066080980154,-118.41382830250377,34.09906451946145,-118.29719211358423,35.41200068715191,24.35377528397383,0,2,16,104.21681704961411
34.231673430788994,-118.4111075638632,34.22702545170659,-118.28801103903639,14.72862769229889,11.353303913002417,2,2,1,68.6781952463407
34.05961470446025,-118.42991767468503,34.15581575785118,-118.31699777487616,20.92337994048383,14.913897607099013,2,2,12,86.77310102177951
34.00165663513708,-118.48737204310909,34.06146438224521,-118.4061277817359,13.803727586028208,10.015237990577377,2,2,17,77.42191802889135
34.24463842853645,-118.49463781957998,34.26334902344561,-118.41867112387078,10.078881943911586,7.298539536980085,0,0,14,25.154278850480935
34.21205720315428,-118.20368328307919,34.263874556485455,-118.32069951518919,17.161835259836682,12.216918521572099,2,1,7,67.51532616941583
34.21870215041229,-118.37166805987924,34.2611735275138,-118.24017130991649,17.841015035853403,12.997897622721418,0,0,14,38.98885446279011
34.231381104005784,-118.38470200585209,34.071638863414464,-118.21597988132298,31.33297216017287,23.58134336915053,1,0,0,98.21110974079538
34.022213395520225,-118.29610581519208,34.135371803254294,-118.46822825867888,25.972408557668814,20.247020673691452,1,2,19,83.5123445444712
34.10753971856328,-118.43452383364048,34.29549689684226,-118.45355141622069,29.931862295887644,20.922967942861654,2,1,9,101.8644768569288
34.03476071785754,-118.21501164481494,34.23160374289299,-118.21657912236508,27.68451547918093,21.83525075402365,0,0,11,65.19724852320854
34.25893102776268,-118.26409649567533,34.00815022636767,-118.27903943149957,39.207346671128214,27.85193679833917,1,2,4,123.50356403221991
34.186989438048265,-118.47317669930632,34.019561377378146,-118.23510185255107,36.53315085720061,28.766263987670786,0,2,8,98.96095147065694
34.09926940745579,-118.37472576726452,34.1391794130437,-118.4392102097594,10.28972380549204,7.4154877795411265,0,1,22,36.92609363340785
34.01906750508581,-118.23626450773135,34.27276606175847,-118.32372423866718,41.69075934712481,29.27468013031016,1,0,7,124.40767929960623
34.0932946965147,-118.21658039331258,34.16161053938581,-118.28965812167476,12.836356623419203,10.14239328339179,0,0,15,27.89319537304466
34.097554996608025,-118.35977954662503,34.14934375241029,-118.29596643436591,10.018279126883726,8.225302986175834,1,0,13,41.13054213061592
34.218881853501415,-118.31597658323679,34.03164210998699,-118.37755449273999,26.684818655468078,21.532307163432964,1,2,12,88.80264991669173
34.191267241406564,-118.44988981617237,34.19703403141729,-118.4953815324926,5.861135341891482,4.2416697069343385,1,1,22,39.18179396010913
34.266163822772896,-118.2026494121589,34.24663094818006,-118.32512218295872,16.711263739322128,11.486715760564719,0,1,20,59.720654278785275
34.14166447754858,-118.43049848958496,34.11412600225227,-118.42406953824612,3.776084060831664,3.1117322029426395,1,0,12,18.271685093536867
34.03587827378149,-118.21718046775946,34.232683555277596,-118.36492372615713,36.54997444884736,25.734971591821875,0,2,4,97.77360571764514
34.213973436166896,-118.30510600530229,34.28934299617024,-118.21272569547486,15.536553344329363,11.929212152182663,1,0,15,53.58180529800386
34.228235514585066,-118.31767896153634,34.06112993773831,-118.38028940470727,26.08490952655448,19.414792369264532,1,1,10,83.33435985610679
34.168383159270846,-118.34619344669505,34.15699888935842,-118.24805951800067,13.509686381164121,9.136451846883062,2,2,21,70.28317179179851
34.231290153986365,-118.43079905648467,34.08614138742537,-118.44343781827523,20.97903171373561,16.142789867385385,2,0,4,70.74835407511719
34.14813867890932,-118.44704159039834,34.23785632571015,-118.2982618505925,22.69867926832584,16.944357244952787,2,0,12,72.32423407751111
34.1568198488146,-118.43385413727894,34.173278009764346,-118.20689791366831,25.293593442067287,21.006140852141,0,2,10,83.03572451000309
34.12826230550756,-118.44406852135673,34.19037472526509,-118.46943206973812,8.909293752077518,7.275983720472941,0,1,18,45.87218435297396
34.00762573802323,-118.26612465792998,34.23937424788477,-118.49750401733185,42.687822934436625,33.413099159591425,1,2,2,123.50177216517292
34.03236742809799,-118.39496242224998,34.11879114179874,-118.36992516221022,11.915676854929583,9.861067505710837,1,0,14,43.22356825333843
34.00942875570602,-118.48264719703099,34.27452702052211,-118.4722123550846,40.87896074452043,29.42175766134725,1,0,6,114.62824485113357
34.19092312337913,-118.20926921095776,34.15990866017384,-118.27548469509713,9.305201378061204,7.007353479428553,1,0,6,31.63650882353519
34.0943067943229,-118.23486423451098,34.0473864468506,-118.22563540084543,7.195851679090145,5.273836079210197,0,0,5,26.088695368936975
34.15257120734941,-118.22167431504144,34.20876973545064,-118.36979370818737,18.799195663447485,15.01060634693384,1,1,2,60.907123346882386
34.27226994217783,-118.20152765320607,34.23797840513147,-118.42238650735337,26.671775889480255,20.695373907780446,1,1,12,82.83450723292643
34.07478766874466,-118.44783142523416,34.095028503120254,-118.36967900429802,10.569523952082495,7.554260821115958,2,0,6,50.267050320047225
34.12311487691069,-118.3811273943292,34.257153777099624,-118.282965654645,25.926668246344434,17.405228300889345,1,1,4,82.20048536751469
34.226665341562914,-118.27252845728877,34.271842976429724,-118.49728375152588,25.88340329243671,21.301020560918303,1,1,22,74.78639245929959
34.068639449647485,-118.29119381458386,34.083071346213345,-118.32316380315459,4.925351955759251,3.357167612066032,1,1,17,45.232376754365276
34.02309397294864,-118.45383122809804,34.295056441814566,-118.3160124945338,44.94737461241069,32.7350821337566,0,0,21,110.29648757120057
34.08692543587413,-118.25525006250281,34.04221345841463,-118.30869352593122,9.578203624041693,6.995597741475681,2,2,7,62.230490284685544
34.0483663861762,-118.432667828449,34.06060470052075,-118.42739337600574,1.9471111086704753,1.4422152565575106,1,2,16,29.623869491651888
34.27890929570277,-118.43285471555322,34.05526745177141,-118.28578418298656,34.51483385400781,28.27188612146004,1,2,19,110.75962290025647
34.242436113869324,-118.33890767313197,34.268196913002356,-118.47258255410047,15.50845459725818,12.639707876676702,2,0,0,53.52988067455019
34.19002112695313,-118.32211801954749,34.196287765697484,-118.44021889905996,15.05621487582995,10.908137964321655,1,1,13,53.49041065000485
34.26143817705631,-118.32597413764866,34.04563128496668,-118.23675898600366,32.96448142365745,25.31275130533829,0,1,16,94.2617090292069
34.24110162306973,-118.47255394878067,34.132097025510504,-118.27838305478203,31.86459566959403,21.600473567952235,1,0,9,85.77880745127823
34.05597101766581,-118.23676174121088,34.18458940752094,-118.4958763337966,36.80151612211032,27.838238966614323,0,0,11,91.84103918983723
34.267767699546994,-118.4203199872234,34.02503922549681,-118.42548712188906,33.4721800733701,26.928881054785197,0,2,15,92.99821992518021
34.161802672574694,-118.46114552361516,34.2647249105222,-118.43567805510204,16.485728207294322,11.655504664915457,1,2,13,59.295107312977464
34.24223204654922,-118.23337557603931,34.24108106063246,-118.4187581015889,21.99701671169455,17.078349215977603,2,0,15,74.56824655428962
34.26882738997705,-118.21330455053108,34.15156203207299,-118.42573206891603,31.910217176223597,23.504162741829923,0,2,7,94.64454876494568
34.09540104249156,-118.24136171482037,34.29013798457775,-118.48124211127714,43.56507512425932,30.91146997162626,2,1,22,145.8820025068113
34.033015577358306,-118.25714517758254,34.12532829378253,-118.36231784502095,20.742356294254254,14.109685943142633,1,0,9,59.57858881640459
34.06838054876258,-118.30342740580829,34.29523309571095,-118.28017995756416,36.307847422870275,25.254868421676754,0,0,16,90.51877221900628
34.128132336587875,-118.33474278881727,34.20037599964109,-118.31798048258477,11.449615598535921,8.161342713815403,1,1,17,54.37367140648518
34.24540442977675,-118.47390397202658,34.19040138197618,-118.29813849942057,24.29790024418368,17.307553318205066,2,1,19,90.80595068499376
34.2582191749769,-118.37746403607879,34.049786468588735,-118.47565524643913,36.84272525825879,24.830358938521513,1,1,15,111.09728704241337
34.002085639159354,-118.3881934448963,34.26457832749139,-118.21455278694697,42.82692529048011,33.23143927567412,1,2,16,138.5092866146574
34.153224190773265,-118.4220738648719,34.128246906376184,-118.2484524498471,19.507087080827944,16.25138763222351,0,0,15,54.325828459613405
34.12522330094463,-118.28297396589343,34.04867002173474,-118.25847290445131,11.261946656676892,8.787505032406361,1,2,18,68.91189998590363
34.066632343141215,-118.35123727947636,34.003782255992725,-118.25310485848748,14.467614162924127,11.433528320814194,1,1,23,50.81867790936682
34.0359596102001,-118.4756861352277,34.16792670509151,-118.22018684756017,38.81093779658396,27.750832916375625,1,2,23,122.0506866809102
34.10128455142109,-118.43394503941505,34.1582198866368,-118.33672381016589,15.247745174086065,10.968705356959504,0,1,7,44.56429562455636
34.282872911173754,-118.29502237090212,34.21580608671074,-118.43991539463971,21.05649872423716,15.280052063801659,2,2,5,91.40823447678278
34.09696087960623,-118.4771607421529,34.26707741590534,-118.31496491764423,29.00871547306359,24.07615962798161,2,2,5,110.65294613247131
34.15563718652301,-118.24463792578537,34.023821975392906,-118.27713555189962,21.174365521694277,14.92588943547852,1,1,20,68.45383658596192
34.21090568766855,-118.35145604189582,34.21944894710211,-118.2786247819938,8.791548624912414,6.77806313063369,0,2,8,28.668902663146646
34.109088880713784,-118.35582402680201,34.056223583229276,-118.34356529274994,8.358161406219201,5.972176558306056,1,0,3,37.562340016650126
34.291534624816286,-118.32227766460214,34.25745311594714,-118.47946238419992,20.45015862456687,14.960171647397926,2,2,11,88.0347663455332
34.28873418848263,-118.25259571022245,34.24571905415849,-118.38866611847097,17.46953800392916,13.409026335356643,0,2,11,56.07639465695955
34.07553468874761,-118.39565723762934,34.16223812649566,-118.22377001746099,23.00417176044516,18.546174403628772,2,0,22,80.22479614163126
34.149174551767715,-118.29659515423228,34.21307283958699,-118.32466532707278,9.268412820206192,7.545566336248669,2,1,16,50.54533858176563
34.09026349294503,-118.33028041080127,34.09430503395512,-118.33850041702328,1.2771851336865718,0.8811482199660639,0,0,14,9.786052465313798
34.08545214831324,-118.41989151894917,34.14135036967984,-118.41934394568534,9.149229402288457,6.200684487178407,0,2,8,27.224172346696005
34.01106608420636,-118.23641100409345,34.24649106931314,-118.38946532402502,41.41096788647138,29.68663479567167,1,1,6,118.5414648836113
34.182869300193964,-118.26077219351792,34.137779559151966,-118.23139617325405,7.002112359474093,5.68801006139071,1,2,9,49.50055347607867
34.15080370696866,-118.30246444960247,34.107339479597634,-118.30006108574194,6.373719528182958,4.826351749735047,2,2,15,52.75029083779396
34.015443625375,-118.24482548127173,34.14826373417509,-118.2637838919743,21.048221602572436,14.836464523308164,0,0,11,61.48358734800213
34.08359393927098,-118.23981173971207,34.24847477573116,-118.3636963730797,30.92086582537092,21.563475965393373,0,0,6,71.19312909760997
34.272479765789996,-118.28749110698548,34.10056241421126,-118.31092583416316,23.711093705315648,19.192030891683984,1,1,17,96.63871784298155
34.07186856720009,-118.2488960014909,34.05212847794072,-118.42548491737703,19.73854196633879,16.44865865099853,2,1,14,81.40747703311614
34.04346846162737,-118.29075856149922,34.213604206099234,-118.28836175091496,26.680430746817972,18.873553186193412,2,1,5,85.29243419040077
34.14683582808327,-118.29595776847191,34.24779346381242,-118.371719599889,17.248956787914523,13.19757909702664,1,2,11,65.64488052212089
34.29569513623318,-118.31441658653544,34.03019124355706,-118.36723634555558,38.10029120159407,29.851105404586036,0,0,10,94.71808247801476
34.07261658145345,-118.2741850081327,34.07196223382678,-118.30520330262694,3.4480122488339258,2.864108602152393,1,0,19,10.522250478247784
34.20164066422176,-118.45241846841208,34.0425915969283,-118.21911581355933,37.90632360671866,27.82953296741315,1,0,2,103.39279738419445
34.22848588459861,-118.23573877224032,34.10438242347465,-118.48079809601741,38.50660346234274,26.458741827407852,1,1,1,117.63242435974988
34.07129126319772,-118.23844694167643,34.13510529367162,-118.2525770287959,10.704915638970364,7.197600522969397,1,0,5,34.8076737998022
34.218464904583556,-118.49122581508963,34.22464790108899,-118.41228506687634,10.007471580126705,7.306198432293406,0,0,23,26.229344728686893
34.11033493981577,-118.25225497483058,34.1953442754645,-118.36682416364809,19.17943684814581,14.161480522083126,1,0,21,59.195443534002784
34.189691749178074,-118.46133903975797,34.18627857024353,-118.4934260013675,3.6544110558836946,2.9819344059849735,0,1,4,16.075310584015405
34.19005891322826,-118.39946434372226,34.1057124839829,-118.4096861766497,12.832604472006512,9.403505023379827,1,0,17,53.555601059889135
34.160732405222426,-118.27694752311253,34.25243426592542,-118.34921062721097,15.97598455834913,12.158341604166486,2,1,15,70.2340312702923
34.02708693101632,-118.45177203118551,34.14138615021945,-118.48314717679577,17.97473535359506,13.004997869411948,0,0,7,37.0016695763577
34.25059074867677,-118.25460989276428,34.29373148140454,-118.35267128118505,13.45585583685208,10.220015839267049,2,0,19,53.68258028467111
34.09623401949152,-118.25035974661267,34.190242641488716,-118.22186681134248,13.67996171485309,10.753928214795053,1,0,21,51.127335989723164
34.05595555311996,-118.34775967987176,34.03787942246935,-118.46838203456765,13.902304787338007,11.316583375718348,1,1,10,49.51889571913894
34.01223254246643,-118.49808423848495,34.202853268622626,-118.27066778157734,38.56118360141535,29.78904012254881,1,1,9,109.76635289602699
34.17726788295647,-118.41388856004752,34.09753120462951,-118.3770986839872,11.642721145281344,9.473379327260755,0,0,23,32.73438355708025
34.203269308552684,-118.31492192448728,34.20589815900583,-118.3034478856427,1.3745524254487682,1.0969486372553896,2,2,11,38.25353986655758
34.004976348678355,-118.20564414659178,34.02089234444872,-118.42192902060444,30.00818020732591,20.056251308763198,0,1,20,85.74768692859944
34.153627917489786,-118.310455941895,34.052464431152785,-118.45215232123759,22.97149594880853,17.229943493034597,0,1,5,64.62123230049768
34.06794873255938,-118.42205892568076,34.256721177671736,-118.45186121571864,28.71284359828504,21.119193920785047,1,0,19,69.8406467419567
34.19355183712283,-118.30979828907012,34.06815386710706,-118.47885241630706,30.55215385555212,20.89628317262408,2,2,4,116.27995169100879
34.0523099287015,-118.33800438608525,34.25111233757288,-118.44430598852962,36.16738027129004,24.13297396934946,1,0,22,110.76858259061648
34.207281321430735,-118.26604638145466,34.08378282653632,-118.30073418450331,19.340424811166162,14.067663044793463,0,1,8,61.77126706209684
34.11602060389016,-118.46790580835192,34.19286457301761,-118.23549281644695,33.300361830197396,23.065311153541785,1,1,15,82.5566159501447
34.281018996621015,-118.27169162924939,34.20824517205295,-118.25576229432265,10.650574385934725,8.204852901877695,2,0,21,48.881877027364645
34.0412562832438,-118.33762002639718,34.15379642594351,-118.29445970703766,16.925931582580056,13.103373656101608,1,0,13,49.981099903574915
34.10231990531508,-118.2111023988423,34.09159320300902,-118.46687044097666,31.213622763532978,23.632162372323567,2,2,21,106.61283814077389
34.03404205637218,-118.3974383501884,34.06379331291133,-118.41324376611122,5.058050241048356,3.608376942471279,2,2,7,47.258786410812256
34.277408085483565,-118.31021343205981,34.00995680636873,-118.40705793740327,43.51969239939518,30.98242254032878,1,1,19,125.05449452398935
34.263201806014294,-118.220391568347,34.09118392037222,-118.42501291608072,34.73610077910627,26.832115424998864,0,2,18,118.38354096916488
34.07738248831455,-118.4692470816028,34.195948837159385,-118.34549830208708,21.59305448848433,17.414273558820693,1,2,13,78.26553716773809
34.19799521381025,-118.21883145382907,34.28149144553454,-118.3393338555361,20.09193694971716,14.457554893376926,0,1,6,51.62578183984802
34.24516666006036,-118.29363428330976,34.26136134467891,-118.39293420744866,11.544324754222272,9.321231850063372,0,1,4,32.97780300184082
34.166560243479836,-118.47964888226845,34.22981943296059,-118.39386325237908,14.520518552817084,10.571542581405028,1,1,17,64.61150360041762
34.1588951735068,-118.40971092991596,34.23653420297599,-118.25143332062818,23.853204902983908,16.940876154021584,0,1,1,58.050596373737534
34.07255568727013,-118.28754837340642,34.199495471042795,-118.2632121455041,20.10720618781917,14.25857479978379,0,0,10,43.409792249778505
34.02793083034177,-118.47979481955937,34.0780860572698,-118.40766125049578,12.375013536673565,8.677876752393802,1,1,21,46.88219049225795
34.269164727386,-118.32534886194712,34.27215850921175,-118.22586346683802,13.401874631278886,9.167700434756796,1,1,7,57.62345695473361
34.270125417148996,-118.39623508291412,34.20121969357175,-118.21415549489925,24.88581102402718,18.43410207994025,1,1,0,76.53674216157398
34.18993043718198,-118.31372534466976,34.16813218929413,-118.401977237391,12.044671526534694,8.487693455414309,0,2,21,40.324524942572786
34.10170893731461,-118.48627738985624,34.033296840764045,-118.39367251536208,15.840213207287656,11.430772070223751,2,1,11,60.69409898485501
34.104762872383795,-118.2385389581543,34.134116663141924,-118.34830975397341,13.360632825208508,10.637514424717207,0,0,1,33.55426453799803
34.21778670366107,-118.20795330924679,34.13810748136058,-118.2176637562399,10.728890549535327,8.883687430805717,2,0,17,67.71852304688895
34.26913307798577,-118.20933664341429,34.2593690828568,-118.23710417005731,3.5697470035714454,2.7772299547274613,1,1,6,35.93778134097157
34.26612592727953,-118.27510445047713,34.16399446605634,-118.46922961122492,28.223713417451822,21.174506191713885,2,0,16,91.986280427238
34.23396266375728,-118.46097412796081,34.11412016469112,-118.38218077701858,20.9833283573842,15.148976155149196,1,2,21,77.15828960664267
34.192609493846284,-118.2725210412213,34.29304009855319,-118.33398864307507,18.18286186560126,12.496917071202676,1,1,22,59.73978912773544
34.02524198949851,-118.49262392506236,34.03321617799789,-118.34906025823454,16.727945263210827,13.288024893786401,2,0,13,59.93703005057201
34.04848861422838,-118.4933629345413,34.12676452849358,-118.44184107961894,12.25215256736826,9.899409930257857,1,0,23,43.776256873674164
34.26956625655812,-118.40291693425515,34.012607402551424,-118.24235496864955,47.828970833468816,32.120589680100444,2,1,6,144.99805042335663
34.181928717897875,-118.3534070428786,34.221971236230075,-118.29691776510096,8.43419909840594,6.843644607144698,1,0,21,30.27408551017778
34.00275911548499,-118.26887777465767,34.27542296565974,-118.24862748754447,40.71328147363891,30.30282658176985,0,1,2,108.65646731034515
34.03044146285981,-118.29501138701805,34.08401119886515,-118.24237071619515,10.560261689098951,7.676454712855919,0,0,5,23.446513668209995
34.199050530732414,-118.36622918808698,34.25750250303973,-118.27549324390029,14.414064074219759,10.579810382117463,1,2,19,59.660263890161644
34.001518475153865,-118.4179120001155,34.08766546913857,-118.36823681962508,12.993027569110149,10.599547490708758,1,0,1,32.385538278821365
34.04824241542525,-118.20086264995268,34.27323104849317,-118.31683597349537,33.04641226297788,27.15158412260938,2,0,16,105.360210072537
34.16462013680997,-118.37214560932921,34.226188571079035,-118.45189037816408,12.357599709189698,10.033410135114538,0,1,11,49.65285846783452
34.20756855930781,-118.3645838927011,34.24147203305243,-118.29790637475753,9.909551548103913,7.203403526630139,2,0,11,42.01366079444445
34.195588377850775,-118.4509128536425,34.00540196668014,-118.44622402327822,28.76667431954693,21.10071237317713,1,1,16,90.78587152387567
34.06728079283817,-118.26155713537503,34.288843107122204,-118.29181512284696,31.416137991959218,24.73473580861786,1,2,9,106.79822658112896
34.213653766404256,-118.29189533226555,34.21800129762109,-118.43112055177382,17.862939615479878,12.838730440612734,2,1,2,78.058425402287
34.07117472624904,-118.43376911616338,34.09142532861584,-118.46473460995493,5.256434708704562,3.6351044921140017,1,1,19,28.81947932806051
